Date,IAM,WAA,TIM,LES,ATH,ATW,MNG,CMA,ATL,ADH,BCP,TMA
8/11/2023,109,,,,77,450.25,"1.811,11",,121.75,10.22,255,
8/15/2023,108.5,,,,75.51,448.1,"1.773,69",,122,10.15,254.1,
8/16/2023,107.95,,,,76.1,449.9,"1.776,64",,122.5,10.06,254.1,
8/17/2023,107,,,,,446.1,"1.776,64",,119.45,10.09,264.5,
8/18/2023,105.7,,,,,447.1,"1.792,40",,121,10.45,260,
8/22/2023,106.1,,,,,450,"1.784,52",,121.95,10.2,260,
8/23/2023,105.05,,,,,450,"1.818,99",,121.85,10.4,259,
8/24/2023,105.7,,,,,450.5,"1.788,46",,120,10.3,257,
8/25/2023,105.5,,,,,450.6,"1.793,38",,121.95,10.13,255,
8/28/2023,106.95,,,,,451,"1.793,38",,121.95,10.19,254,
8/29/2023,107.55,,,,,451.3,"1.801,26",,121.95,10.21,252,
8/30/2023,107.35,,,,,451.5,"1.785,51",,121.9,10.13,254,
8/31/2023,106,,,,,453,"1.787,48",,121,10.13,252,
9/1/2023,106,,,,,454.95,"1.811,11",,121,10.35,252.5,
9/4/2023,107,,,,,449,"1.829,82",,121,10.21,252,
9/5/2023,107,,,,,457.9,"1.807,17",,124,10.82,252.45,
9/6/2023,105.65,,,,,455,"1.792,40",,122,11.46,253,
9/7/2023,105.1,,,,,452,"1.792,40",,125,12.14,255,
9/8/2023,105.1,,,,,450.5,"1.826,87",,124.9,12.86,252,
9/11/2023,104.05,,,,,447.05,"1.826,87",,124.95,13.13,252,
9/12/2023,105.05,,,,,446.5,"1.831,79",,124.95,12.95,256,
9/13/2023,105,,,,,441.5,"1.772,70",,124.85,12.7,254.95,
9/14/2023,105.4,,,,,438.5,"1.810,13",,125,12.7,254.95,
9/15/2023,104.65,,,,,440.05,"1.772,70",,127,12.35,253,
9/18/2023,104.35,,,,,441,"1.811,11",,127,12.71,253.95,
9/19/2023,103.5,,,,,440.9,"1.739,22",,127,13.17,252,
9/20/2023,103.1,,,,,441.5,"1.743,16",,125,13.96,267.1,
9/21/2023,102.35,,,,,442.9,"1.734,29",,125,14.15,270,
9/22/2023,101.95,,,,,444.55,"1.742,17",,126.95,14.99,266.9,
9/25/2023,101.3,,,,,450.1,"1.743,16",,125,15.88,265.95,
9/26/2023,101,,,,,450.05,"1.760,00",,125,16.83,264,
9/27/2023,101,,,,,448,"1.760,00",,125,15.9,264.95,
10/2/2023,100.6,,,,,452,"1.755,00",,124,16.3,263,
10/3/2023,96,,,,,459,"1.760,00",,124,17.27,262.05,
10/4/2023,95.5,,,,,456,"1.760,00",,123.1,16.65,261.5,
10/5/2023,101.2,,,,,452,"1.795,00",,125,16.33,261,
10/6/2023,103.65,,,,,449.5,"1.772,00",,122.5,15.36,265,
10/9/2023,102.7,,,,,447.2,"1.765,00",,124.9,14.7,263,
10/10/2023,102.6,,,,,474,"1.751,00",,122.1,14.05,266,
10/11/2023,102.6,,,,,472,"1.750,00",,122.35,14.89,265.75,
10/12/2023,103.25,,,,,465,"1.765,00",,123.7,14.5,261.95,
10/13/2023,102.4,,,,,465,"1.760,00",,124.4,14.1,261.15,
10/16/2023,101,,,,,470,"1.730,00",,125.3,14.6,261,
10/17/2023,101.5,,,,,470,"1.730,00",,125,15,261,
10/18/2023,99.5,,,,,472,"1.750,00",,125.85,14.72,261.95,
10/19/2023,98.5,,,,,468.3,"1.756,00",,124.65,14.5,261,
10/20/2023,98.9,,,,,468.05,"1.850,00",,123.1,14.3,261,
10/23/2023,99.77,,,,,470,"1.800,00",,125,13.79,259,
10/24/2023,99.1,,,,,470,"1.780,00",,125.5,15.16,260,
10/25/2023,98.37,,,,,470,"1.785,00",,125,16.4,261.8,
10/26/2023,95,,,,,470,"1.847,00",,124.95,15.98,261,
10/27/2023,94.9,,,,,467.05,"1.900,00",,124,15.45,260.95,
10/30/2023,94.65,,,,,466.1,"1.997,00",,123,15.45,261.4,
10/31/2023,96,,,,,465,"2.169,00",,123,15.4,261.8,
11/1/2023,96,,,,,463,"2.150,00",,123,14.85,260,
11/2/2023,95.11,,,,,453,"2.201,00",,123,14.8,261.95,
11/3/2023,94.58,,,,,464.15,"2.315,00",,124,15.24,263.4,
11/7/2023,95,,,,,465,"2.280,00",,123,15.42,264,
11/8/2023,94.67,,,,,461.1,"2.230,00",,124,15.2,266.5,
11/9/2023,94.7,,,,,460,"2.230,00",,122,14.96,267,
11/10/2023,94.39,,,,,463,"2.240,00",,122,15,268,
11/13/2023,93.5,,,,,463,"2.275,00",,122,14.95,266,
11/14/2023,94,,,,,460,"2.340,00",,123,15.18,266,
11/15/2023,93.01,,,,,458,"2.338,00",,124.8,15.3,263.2,
11/16/2023,93.99,,,,,458.35,,,125,15.39,267,
11/17/2023,94.5,,,,,460,,,123,15.86,266,
11/20/2023,94.1,,,,,460,,,123.15,16.15,266,
11/21/2023,94.55,,,,,465,,,121,16,266.5,
11/22/2023,95.18,,,,,467,,,123.8,16.21,266,
11/23/2023,95,,,,,470,,,122,16.21,266,
11/24/2023,94.29,,,,,470,,,123,16.4,269,
11/27/2023,93.36,,,,,469.15,,,123,16.5,270.95,
11/28/2023,93,,,,,466,,,123,16.23,271.5,
11/29/2023,93,,,,,467.3,,,122.05,16.1,272,
11/30/2023,92.9,,,,,460,,,123.7,16.01,274.05,
12/1/2023,92.3,,,,,457.35,,,123,16.1,276,
12/4/2023,93,,,,,459.05,,,122,16.1,275.3,
12/5/2023,92.3,,,,,458,,,122,16.01,276.5,
12/6/2023,93.7,,,,,458,,,123,16.5,277,
12/7/2023,95.5,,,,,455.8,,,122,14.86,277.05,
12/8/2023,96.61,,,,,458,,,122.5,14.78,276,
12/11/2023,99.31,,,,,458,,,123,14.9,277,
12/12/2023,101.5,,,,,461,,,123,15,277,
12/13/2023,102.8,,,,,462.35,,,123,14.88,274,
12/14/2023,101.8,,,,,461.05,,,123.6,14.87,274,
12/15/2023,101.5,,,,,463,,,123.5,14.84,274.05,
12/18/2023,100.6,,,,,468.15,,,123.1,14.78,275,
12/19/2023,100,,,,,469.85,,,124,14.9,276.95,
12/20/2023,100.5,,,,,467,,,124,15.1,275,
12/21/2023,101,,,,,470,,,123.55,14.95,276,
12/22/2023,99.5,,,,,470,,,123,14.9,279.95,
12/25/2023,98.99,,,,,469.5,,,125,15.03,280,
12/26/2023,98,,,,,468,,,124.7,14.93,282.95,
12/27/2023,97.96,,,,,468,,,127,14.7,284.5,
12/28/2023,99,,,,,468,,,126.8,14.6,285,
12/29/2023,100,,,,,464,,,131,14.4,284,
1/2/2024,99.25,,,,,462,,,133.7,14.3,285,
1/3/2024,100.05,,,,,464,,,133,14.34,285,
1/4/2024,101.7,,,,,460,,,133.25,14.3,292,
1/5/2024,101.95,,,,,462.5,,,134,14.33,293,
1/8/2024,101,,,,,465.2,,,135.5,14.83,295.05,
1/9/2024,101.95,,,,,467.6,,,134.5,15.15,294.2,
1/10/2024,101.95,,,,,470,,,133,15.1,294,
1/12/2024,102.5,,,,,470,,,132,15.75,293.35,
1/15/2024,102.3,,,,,475.1,,,133.9,16.49,288,
1/16/2024,103.4,,,,,476,,,140.05,16.41,288,
1/17/2024,103.4,,,,,480,,,140.05,16.2,286,
1/18/2024,103,,,,,476.25,,,144,16,285.5,
1/19/2024,103,,,,,478,,,,15.75,286,
1/22/2024,105.25,,,,,481.2,,,,15.72,287,
1/23/2024,105,,,,,486,,,,16.3,287,
1/24/2024,104.5,,,,,486.55,,,,16.8,290.05,
1/25/2024,104.25,,,,,485.05,,,,16.89,290.3,
1/26/2024,104,,,,,485.1,,,,16.81,292.95,
1/29/2024,93.61,,,,,485,,,,16.61,295,
1/30/2024,95.02,,,,,485,,,,16.64,295.5,
1/31/2024,94.5,,,,,484,,,,16.4,295,
2/1/2024,94,,,,,480.5,,,,16.3,295,
2/2/2024,93,,,,,482,,,,16.01,296,
2/5/2024,89.1,,,,,485,,,,16,296,
2/6/2024,89.2,,,,,485,,,,16.08,296,
2/7/2024,89.25,,,,,485,,,,15.97,297,
2/8/2024,89.01,,,,,487,,,,15.94,300,
2/9/2024,89,,,,,494,,,,15.94,300,
2/12/2024,88.94,,,,,492.6,,,,16,302,
2/13/2024,89.51,,,,,500,,,,16.3,304.9,
2/14/2024,91.9,,,,,504.5,,,,16.45,305,
2/15/2024,90.1,,,,,502,,,,16.3,309,
2/16/2024,99.1,,,,,503.6,,,,16.13,305,
2/19/2024,102.15,,,,,504.3,,,,16,302,
2/20/2024,100.1,,,,,503.1,,,,15.92,302,
2/21/2024,100,,,,,505,,,,15.95,302,
2/22/2024,100.05,,,,,507,,,,16.75,300,
2/23/2024,102,,,,,507,,,,16.65,296,
2/26/2024,102.9,,,,,510.4,,,,16.28,296,
2/27/2024,103.05,,,,,512,,,,16.47,292.1,
2/28/2024,102.5,,,,,514.9,,,,16.5,294.1,
2/29/2024,104,,,,,515,,,,17.15,296,
3/1/2024,103.5,,,,,514.5,,,,17.6,296.1,
3/4/2024,103.25,,,,,514.5,,,,17.53,299,
3/5/2024,103.75,,,,,505,,,,17.2,299,
3/6/2024,103.2,,,,,504.5,,,,18,296,
3/7/2024,102.45,,,,,500,,,,18.4,292.2,
3/8/2024,102.05,,,,,500,,,,18.8,295,
3/11/2024,102,,,,,497,,,,19.5,292,
3/12/2024,101.35,,,,,492.4,,,,19.2,292,
3/13/2024,101.1,,,,,495,,,,18.81,293.95,
3/14/2024,101,,,,,492,,,,18.89,295,
3/15/2024,102.5,,,,,493,,,,18.9,293.5,
3/18/2024,103,,,,,501.1,,,,18.92,295.9,
3/19/2024,103,,,,,507,,,,19,292,
3/20/2024,101.65,,,,,514,,,,19.28,292,
3/21/2024,101.2,,,,,510,,,,20,291.1,
3/22/2024,100.7,,,,,507,,,,20.8,292,
3/25/2024,100.8,,,,,503.6,,,,21.8,292,
3/26/2024,100.8,,,,,504.6,,,,21,293.75,
3/27/2024,100.8,,,,,504.7,,,,21.23,295,
3/28/2024,100,,,,,502,,,,21.5,296,
3/29/2024,100.9,,,,,503.5,,,,22.25,292,
4/1/2024,100.05,,,,,506.9,,,,21.4,292,
4/2/2024,100,,,,,508,,,,21.15,292,
4/3/2024,100,,,,,507.9,,,,21.5,292,
4/4/2024,99.95,,,,,504,,,,20.6,290,
4/5/2024,100,,,,,504.1,,,,22.65,291,
4/8/2024,99.4,,,,,507.4,,,,23.78,292,
4/9/2024,99.05,,,,,507,,,,24.5,295,
4/15/2024,98,,,,,505,,,,24,292,
4/16/2024,95,,,,,507,,,,25.68,294,
4/17/2024,95.95,,,,,509,,,,28.24,292,
4/18/2024,96.94,,,,,505.7,,,,31.06,,
4/19/2024,96.8,,,,,505.1,,,,34.16,,
4/22/2024,96.8,,,,,506.1,,,,37.5,,
4/23/2024,95.6,,,,,506,,,,35.15,,
4/24/2024,95.69,,,,,505,,,,36.2,,
4/25/2024,96.49,,,,,504,,,,35.5,,
4/26/2024,96.16,,,,,500.6,,,,31.96,,
4/29/2024,96,,,,,502,,,,32.48,,
4/30/2024,96.45,,,,,503,,,,32.05,,
,,,,,,505,,,,33,,
,,,,,,502,,,,33,,
,,,,,,501.6,,,,33.49,,
,,,,,,,,,,32.4,,
